Country,City,Total Tons,First Mission,Last Mission,Num Missions,location,direccion,lat,lon
FRANCE,CONDE,21.0,7/6/1944,7/6/1944,3,"Condé, Issoudun, Indre, Centre-Val de Loire, France métropolitaine, 36100, France","CONDE, France",46.8791315,1.9862669
FRANCE,CONDE SUR NOIREAU,1559.0,6/12/1944,6/7/1944,38,"Condé-sur-Noireau, Condé-en-Normandie, Vire, Calvados, Normandie, France métropolitaine, 14110, France","CONDE SUR NOIREAU, France",48.8490218,-0.5652166
FRANCE,CONDE SUR VIRE,115.0,6/30/1944,6/30/1944,16,"Condé-sur-Vire, Saint-Lô, Manche, Normandie, France métropolitaine, 50890, France","CONDE SUR VIRE, France",49.0520765,-1.037915
FRANCE,CONDRIEU DU NORDE,70.0,6/30/1944,6/30/1944,2,,"CONDRIEU DU NORDE, France",,
FRANCE,CONFLANS,480.0,5/29/1944,7/18/1944,8,"Conflans, Albertville, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73200, France","CONFLANS, France",45.6715876,6.3968848
FRANCE,CONNANTRE,433.0,8/18/1944,8/18/1944,2,"Connantre, Épernay, Marne, Grand Est, France métropolitaine, 51230, France","CONNANTRE, France",48.7252483,3.921526
FRANCE,CONNERRE,118.0,8/5/1944,8/5/1944,2,"Connerré, Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72160, France","CONNERRE, France",48.0604578,0.4933923
FRANCE,CONTEVILLE,177.0,4/20/1944,4/27/1944,6,"Conteville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76390, France","CONTEVILLE, France",49.6938778,1.6348314
FRANCE,COQUEREAUX,971.0,7/25/1944,8/9/1944,12,"Coquereaux, Richemont, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76390, France","COQUEREAUX, France",49.819848,1.6689107
FRANCE,CORBEIL,114.0,8/13/1944,8/13/1944,2,"Corbeil, Vitry-le-François, Marne, Grand Est, France métropolitaine, 51320, France","CORBEIL, France",48.5778506,4.4271148
FRANCE,CORBIE,144.0,8/7/1944,8/7/1944,2,"Corbie, Amiens, Somme, Hauts-de-France, France métropolitaine, 80800, France","CORBIE, France",49.9082911,2.5110728
FRANCE,CORME ECLUSE,684.0,6/19/1944,6/19/1944,24,"Corme-Écluse, Saintes, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17600, France","CORME ECLUSE, France",45.6311266,-0.8555051
FRANCE,CORMEILLES,913.0,12/8/1940,7/22/1940,35,"Cormeilles, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60120, France","CORMEILLES, France",49.6390754,2.1917033
FRANCE,CORMETTE,714.0,1/14/1944,6/21/1944,21,"Cormette, Zudausques, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62500, France","CORMETTE, France",50.7571872,2.1653414
FRANCE,CORNETS,24.0,4/20/1944,4/20/1944,3,"Jardin des Trois Cornets, Paris 14e Arrondissement, Paris, France métropolitaine, 75014, France","CORNETS, France",48.8366692,2.3223755
FRANCE,COUBRONNE,500.0,6/23/1944,6/23/1944,2,"Ferme Coubronne, Clairmarais, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62500, France","COUBRONNE, France",50.7775035,2.342267
FRANCE,COUCHES LES MINES,303.0,6/10/1944,6/10/1944,18,,"COUCHES LES MINES, France",,
FRANCE,COULANGES,253.0,6/25/1944,8/10/1944,9,"Coulanges, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03470, France","COULANGES, France",46.4857459,3.8580008
FRANCE,COULOMMIERS,405.0,6/14/1944,8/11/1944,12,"Coulommiers, Meaux, Seine-et-Marne, France métropolitaine, 77120, France","COULOMMIERS, France",48.8121301,3.0843818
FRANCE,COULONVILLIERS,137.0,7/22/1944,8/9/1944,4,,"COULONVILLIERS, France",,
FRANCE,COURCELLES SUR NIED,380.0,6/4/1944,7/28/1944,8,"Courcelles-sur-Nied, Metz, Moselle, Grand Est, France métropolitaine, 57530, France","COURCELLES SUR NIED, France",49.0665082,6.3083115
FRANCE,COURCELLES SUR SEIN,74.0,5/31/1944,5/31/1944,2,,"COURCELLES SUR SEIN, France",,
FRANCE,COURONNE,822.0,6/19/1944,8/5/1944,48,"Couronne, Fontenilles, Muret, Haute-Garonne, Occitanie, France métropolitaine, 31470, France","COURONNE, France",43.5333403,1.1830124
FRANCE,COURS SAINTS,84.0,6/6/1944,6/6/1944,2,"École secondaire privée Cours Saints-Martin, Sablé-sur-Sarthe, La Flèche, Sarthe, Pays de la Loire, France métropolitaine, 72300, France","COURS SAINTS, France",47.8394536,-0.3363599
FRANCE,COURSELLES,426.0,4/10/1944,6/6/1944,12,"Courselles, Eymoutiers, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, 87120, France","COURSELLES, France",45.7519443,1.7669463
FRANCE,COURTALAIN,165.0,8/2/1944,8/6/1944,4,"Courtalain, Vald'Yerre, Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28290, France","COURTALAIN, France",48.0833359,1.1363713
FRANCE,COURTOIN,22.0,8/8/1944,8/8/1944,1,"Courtoin, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89150, France","COURTOIN, France",48.1237865,3.1083386
FRANCE,COUTANCES,683.0,6/14/1944,6/6/1944,9,"Coutances, Manche, Normandie, France métropolitaine, 50200, France","COUTANCES, France",49.047792,-1.4454857
FRANCE,COUTANT,90.0,6/10/1944,6/10/1944,2,"Coutant, Hargnies, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59138, France","COUTANT, France",50.2645219,3.8360631
FRANCE,COUVRON,648.0,5/9/1944,5/9/1944,12,"Couvron-et-Aumencourt, Laon, Aisne, Hauts-de-France, France métropolitaine, 02270, France","COUVRON, France",49.6436111,3.5175
FRANCE,CRECY,18.0,2/13/1944,2/13/1944,3,"Crécy-sur-Serre, Laon, Aisne, Hauts-de-France, France métropolitaine, 02270, France","CRECY, France",49.6982562,3.6219824
FRANCE,CREIL,4455.0,3/17/1944,8/14/1940,139,"Creil, Senlis, Oise, Hauts-de-France, France métropolitaine, 60100, France","CREIL, France",49.2607914,2.4733771
FRANCE,CREPIEUL,843.0,6/22/1944,8/5/1944,33,"Rue du Hameau de Crépieul, Crépy, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62310, France","CREPIEUL, France",50.468784,2.1818174
FRANCE,CREPY,1059.0,6/19/1944,7/6/1944,54,"Crépy, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62310, France","CREPY, France",50.4725262,2.2011403
FRANCE,CREST,83.0,8/13/1944,8/13/1944,1,"Crest, Die, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26400, France","CREST, France",44.7282675,5.0236641
FRANCE,CRETON,36.0,8/2/1944,8/2/1944,3,"Creton, Dimbley, Dombras, Verdun, Meuse, Grand Est, France métropolitaine, 55150, France","CRETON, France",49.3896939,5.4455281
FRANCE,CRIQUETOT,23.0,8/13/1944,8/13/1944,1,"Criquetot-sur-Longueville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76590, France","CRIQUETOT, France",49.7778018,1.0778882
FRANCE,CRISBECQ,484.0,4/25/1944,6/10/1944,11,"Crisbecq, Saint-Marcouf, Cherbourg, Manche, Normandie, France métropolitaine, 50310, France","CRISBECQ, France",49.4806818,-1.2914364
FRANCE,CROISETTE,664.0,1/14/1944,3/18/1944,14,"Croisette, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62130, France","CROISETTE, France",50.352823,2.2605161
FRANCE,CROISILLES,96.0,8/5/1944,8/5/1944,2,"Croisilles, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62128, France","CROISILLES, France",50.199782,2.8783364
FRANCE,CROIXDALLE,376.0,7/6/1944,7/6/1944,1,"Croixdalle, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76660, France","CROIXDALLE, France",49.8148485,1.3641502
FRANCE,CULMONT CHALINDREY,724.0,7/12/1944,7/12/1944,3,"Culmont - Chalindrey, Avenue de la Gare, Culmont, Langres, Haute-Marne, Grand Est, France métropolitaine, 52600, France","CULMONT CHALINDREY, France",47.8100902,5.4432217
FRANCE,CULOZ,48.0,8/25/1944,8/25/1944,2,"Culoz, Culoz-Béon, Belley, Ain, Auvergne-Rhône-Alpes, France métropolitaine, 01350, France","CULOZ, France",45.8476517,5.7809063
FRANCE,CUSTINES,262.0,9/10/1944,9/10/1944,6,"Custines, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54670, France","CUSTINES, France",48.791174,6.1422309
FRANCE,CUXHAVEN,1.0,11/13/1940,11/13/1940,1,"Cuxhaven, Place de Cuxhaven, Kercado, Vannes, Morbihan, Bretagne, France métropolitaine, 56000, France","CUXHAVEN, France",47.6488389,-2.7715983
FRANCE,DAINVILLE,12.0,7/6/1944,7/6/1944,2,"Dainville, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62000, France","DAINVILLE, France",50.2807587,2.7226155
FRANCE,DAMMARTIN ENGOELE,78.0,8/18/1944,8/18/1944,3,,"DAMMARTIN ENGOELE, France",,
FRANCE,DANNES,710.0,2/5/1944,6/3/1944,20,"Dannes, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62187, France","DANNES, France",50.5889604,1.6160375
FRANCE,DDNZERE,70.0,8/15/1944,8/15/1944,1,,"DDNZERE, France",,
FRANCE,DE TOURNEHEIM,192.0,4/22/1944,4/22/1944,3,,"DE TOURNEHEIM, France",,
FRANCE,DEMOUVILLE,1479.0,7/18/1944,7/18/1944,24,"Démouville, Caen, Calvados, Normandie, France métropolitaine, 14840, France","DEMOUVILLE, France",49.1777862,-0.2688288
FRANCE,DENAIN,746.0,5/20/1944,7/6/1944,22,"Denain, Valenciennes, Nord, Hauts-de-France, France métropolitaine, 59220, France","DENAIN, France",50.3270926,3.3943729
FRANCE,DESVRES,51.0,2/5/1944,6/21/1941,4,"Desvres, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62240, France","DESVRES, France",50.6678737,1.8348266
FRANCE,DIEFFLEN,2.0,12/5/1944,12/5/1944,2,,"DIEFFLEN, France",,
FRANCE,DIEPPE,2362.0,1/14/1944,9/6/1943,73,"Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France","DIEPPE, France",49.9246182,1.0791444
FRANCE,DIEUZE,306.0,11/9/1944,11/9/1944,6,"Dieuze, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57260, France","DIEUZE, France",48.8104847,6.7179948
FRANCE,DIJON,3725.0,2/6/1944,8/14/1944,55,"Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21000, France","DIJON, France",47.3215806,5.0414701
FRANCE,DINAN,96.0,12/22/1940,9/28/1941,17,"Dinan, Côtes-d'Armor, Bretagne, France métropolitaine, 22100, France","DINAN, France",48.4539775,-2.047687
FRANCE,DOLE,456.0,8/14/1944,8/14/1944,12,"Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39100, France","DOLE, France",47.0921047,5.4925463
FRANCE,DOMART EN PONTHIEU,302.0,12/16/1943,3/26/1944,7,"Domart-en-Ponthieu, Amiens, Somme, Hauts-de-France, France métropolitaine, 80620, France","DOMART EN PONTHIEU, France",50.0741656,2.1263174
FRANCE,DOMFRONT,561.0,6/13/1944,7/6/1944,14,"Domfront, Clermont, Oise, Hauts-de-France, France métropolitaine, 60420, France","DOMFRONT, France",49.6032078,2.5553031
FRANCE,DOMLEGER,3720.0,6/14/1944,7/4/1944,33,"Domléger, Domléger-Longvillers, Amiens, Somme, Hauts-de-France, France métropolitaine, 80370, France","DOMLEGER, France",50.1597885,2.0856325
FRANCE,DONGES,1065.0,7/23/1944,7/24/1944,6,"Donges, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44480, France","DONGES, France",47.3185376,-2.0745708
FRANCE,DOUAI,1769.0,10/27/1940,8/11/1944,18,"Douai, Nord, Hauts-de-France, France métropolitaine, 59500, France","DOUAI, France",50.3675677,3.0804641
FRANCE,DOULLENS,1120.0,11/8/1940,8/7/1944,24,"Doullens, Amiens, Somme, Hauts-de-France, France métropolitaine, 80600, France","DOULLENS, France",50.1572085,2.3410532
FRANCE,DOVAL,36.0,6/22/1944,6/22/1944,1,"Dr DOVAL - Dr LECHAT, Rue de Tal ar C'hef, An Nouellac'h, Tal ar C'hef, Poullan-sur-Mer, Quimper, Finistère, Bretagne, France métropolitaine, 29100, France","DOVAL, France",48.0807381,-4.4145502
FRANCE,DREAUX,421.0,6/10/1944,6/10/1944,1,"Les Dreaux, Chauffayer, Aubessagne, Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05800, France","DREAUX, France",44.764501,5.9985755
FRANCE,DREUX,1374.0,10/14/1941,7/4/1944,43,"Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28100, France","DREUX, France",48.7358807,1.3684254
FRANCE,DRIONVILLE,534.0,12/24/1943,4/30/1944,11,"Drionville, Vaudringhem, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62380, France","DRIONVILLE, France",50.6451114,2.0531255
FRANCE,DROMMONT,72.0,8/12/1944,8/12/1944,3,,"DROMMONT, France",,
FRANCE,DUNKERQUE,2555.0,1/13/1941,9/8/1940,371,"Dunkerque, Nord, Hauts-de-France, France métropolitaine, France","DUNKERQUE, France",51.0347708,2.3772525
FRANCE,DURTAL,144.0,8/5/1944,8/5/1944,2,"Durtal, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49430, France","DURTAL, France",47.6705186,-0.2453787
FRANCE,ECALLES SUR BUCHY,390.0,2/28/1944,2/28/1944,6,,"ECALLES SUR BUCHY, France",,
FRANCE,ECLIMEUX,983.0,1/21/1944,5/1/1944,22,"Éclimeux, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62770, France","ECLIMEUX, France",50.398789,2.1786889
FRANCE,ECOUCHE,124.0,7/28/1944,7/28/1944,4,"Écouché, Écouché-les-Vallées, Argentan, Orne, Normandie, France métropolitaine, 61150, France","ECOUCHE, France",48.7154779,-0.1088632
FRANCE,ECQUES,561.0,6/19/1944,8/30/1944,30,"Ecques, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62129, France","ECQUES, France",50.6694939,2.2873185
FRANCE,EIKENHORST,189.0,9/17/1944,9/17/1944,3,,"EIKENHORST, France",,
FRANCE,ELBEUF,68.0,8/13/1944,8/13/1944,3,"Elbeuf, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76500, France","ELBEUF, France",49.2871086,1.0108998
FRANCE,EMBRUN,112.0,8/19/1944,8/19/1944,2,"Embrun, Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05200, France","EMBRUN, France",44.5641764,6.4958189
FRANCE,EMBRY,322.0,1/14/1944,2/5/1944,10,"Embry, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62990, France","EMBRY, France",50.4927818,1.9672374
FRANCE,ENGUINEGATTE,330.0,6/18/1944,7/6/1944,22,"Enguinegatte, Enquin-lez-Guinegatte, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62145, France","ENGUINEGATTE, France",50.6086935,2.2689656
FRANCE,EPERLECQUES,92.0,8/30/1943,8/30/1943,4,"Éperlecques, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62910, France","EPERLECQUES, France",50.8061561,2.1525694
FRANCE,EPERNON,502.0,6/12/1944,8/9/1944,12,"Épernon, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28230, France","EPERNON, France",48.6101745,1.677222
FRANCE,EPINAL,257.0,5/11/1944,5/23/1944,6,"Épinal, Vosges, Grand Est, France métropolitaine, 88000, France","EPINAL, France",48.1747684,6.4503643
FRANCE,EPONE MEZIERS,436.0,8/1/1944,8/9/1944,10,,"EPONE MEZIERS, France",,
FRANCE,EPREVILLE,342.0,6/2/1944,6/4/1944,9,"Épreville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France","EPREVILLE, France",49.7069365,0.3654641
FRANCE,EQUIHEN,1545.0,6/2/1944,6/4/1944,63,"Équihen-Plage, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62224, France","EQUIHEN, France",50.679393,1.5716648
FRANCE,ERNY ST JULIEN,302.0,6/20/1944,6/21/1944,5,"Erny-Saint-Julien, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62960, France","ERNY ST JULIEN, France",50.5854293,2.253229
FRANCE,ESCALLES,150.0,2/13/1944,2/15/1944,6,"Escalles, Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62179, France","ESCALLES, France",50.9179845,1.7136049
FRANCE,ESSEY,591.0,8/18/1944,8/18/1944,12,"Essey, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21320, France","ESSEY, France",47.2037611,4.5245759
FRANCE,ESTERNAY,154.0,6/25/1944,8/14/1944,3,"Esternay, Épernay, Marne, Grand Est, France métropolitaine, 51310, France","ESTERNAY, France",48.7323577,3.5572029
FRANCE,ET NEUVE,152.0,8/2/1944,8/9/1944,5,"Fourcatier-et-Maison-Neuve, Pontarlier, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25370, France","ET NEUVE, France",46.76241,6.3176524
FRANCE,ETAMPES,2913.0,11/15/1940,8/3/1944,51,"Étampes, Essonne, Île-de-France, France métropolitaine, 91150, France","ETAMPES, France",48.4344621,2.1614464
FRANCE,ETAPLES,2378.0,10/25/1940,8/5/1944,50,"Étaples, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62630, France","ETAPLES, France",50.5139552,1.6386252
FRANCE,EU,33.0,7/17/1944,7/17/1944,1,"Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France","EU, France",50.0491699,1.4175744
FRANCE,EURE RIVER,45.0,8/13/1944,8/13/1944,2,"L'Eure, France métropolitaine, France","EURE RIVER, France",48.8099651,1.3576768
FRANCE,EVREUX,4598.0,1/12/1941,9/3/1943,135,"Évreux, Eure, Normandie, France métropolitaine, 27000, France","EVREUX, France",49.0268903,1.1510164
FRANCE,EVRON,16.0,8/2/1944,8/2/1944,2,"Évron, Mayenne, Pays de la Loire, France métropolitaine, France","EVRON, France",48.1560603,-0.4029762
FRANCE,FALAISE,2218.0,6/10/1944,8/12/1944,57,"Falaise, Caen, Calvados, Normandie, France métropolitaine, 14700, France","FALAISE, France",48.8964741,-0.1999129
FRANCE,FASSEY,63.0,8/8/1944,8/8/1944,3,,"FASSEY, France",,
FRANCE,FEBVIN PALFART,207.0,3/26/1944,3/26/1944,3,"Febvin-Palfart, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62960, France","FEBVIN PALFART, France",50.5384847,2.3157971
FRANCE,FECAMP,1833.0,11/13/1940,9/30/1941,82,"Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France","FECAMP, France",49.7577729,0.374891
FRANCE,FERFAY,434.0,7/24/1944,8/28/1944,10,"Ferfay, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62260, France","FERFAY, France",50.5195834,2.4227692
FRANCE,FERME D UREILIE,1055.0,6/1/1944,6/3/1944,5,,"FERME D UREILIE, France",,
FRANCE,FERME DU FORESTEL,510.0,7/12/1944,8/28/1944,9,,"FERME DU FORESTEL, France",,
FRANCE,FERME DU GRAND BOIS,229.0,7/20/1944,8/28/1944,4,"Ferme du Grand Bois, Chemin de Coné, Chatte, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38160, France","FERME DU GRAND BOIS, France",45.1578631,5.2728838
FRANCE,FIEFS,1362.0,6/19/1944,8/5/1944,57,"Fiefs, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62134, France","FIEFS, France",50.5034427,2.3288853
FRANCE,FIENVILLERS,409.0,6/19/1944,6/23/1944,28,"Fienvillers, Amiens, Somme, Hauts-de-France, France métropolitaine, 80750, France","FIENVILLERS, France",50.1177927,2.2281644
FRANCE,FILERS,427.0,6/9/1944,6/9/1944,1,,"FILERS, France",,
FRANCE,FISMES,349.0,6/28/1944,8/16/1944,11,"Fismes, Reims, Marne, Grand Est, France métropolitaine, 51170, France","FISMES, France",49.3072444,3.6802766
FRANCE,FLERS,2711.0,6/14/1944,8/5/1944,59,"Flers, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62270, France","FLERS, France",50.32053,2.25255
FRANCE,FLEURY,1200.0,6/19/1944,8/5/1944,54,"Fleury, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62134, France","FLEURY, France",50.42199,2.25386
FRANCE,FLEURY LA MONTAGNE,501.0,5/22/1944,6/4/1944,21,"Fleury-la-Montagne, Charolles, Bourgogne-Franche-Comté, France métropolitaine, 71340, France","FLEURY LA MONTAGNE, France",46.2039885,4.1196537
FRANCE,FLIXECOURT,149.0,1/21/1944,4/20/1944,5,"Flixecourt, Amiens, Somme, Hauts-de-France, France métropolitaine, 80420, France","FLIXECOURT, France",50.0117096,2.082582
FRANCE,FLOTTEMANVILLE,471.0,4/20/1944,4/20/1944,12,"Flottemanville, Cherbourg, Manche, Normandie, France métropolitaine, 50700, France","FLOTTEMANVILLE, France",49.4737559,-1.4558489
FRANCE,FLOTTEMANVILLE HAGUE,420.0,4/27/1944,4/27/1944,6,"Flottemanville-Hague, La Hague, Cherbourg, Manche, Normandie, France métropolitaine, 50690, France","FLOTTEMANVILLE HAGUE, France",49.6221542,-1.7221043
FRANCE,FOET DU HELLE,8.0,3/1/1944,3/6/1944,4,,"FOET DU HELLE, France",,
FRANCE,FOLLEVILLE,0.0,7/16/1941,7/16/1941,1,"Folleville, Montdidier, Somme, Hauts-de-France, France métropolitaine, 80250, France","FOLLEVILLE, France",49.67622,2.36443
FRANCE,FOLLIGNY,134.0,6/7/1944,6/7/1944,2,"Folligny, Avranches, Manche, Normandie, France métropolitaine, 50320, France","FOLLIGNY, France",48.8244308,-1.410211
FRANCE,FONTAINE BELLENGER,23.0,8/13/1944,8/13/1944,1,"Fontaine-Bellenger, Les Andelys, Eure, Normandie, France métropolitaine, 27600, France","FONTAINE BELLENGER, France",49.1860776,1.2610829
FRANCE,FONTAINE LE PIN,78.0,7/7/1944,7/7/1944,2,"Fontaine-le-Pin, Caen, Calvados, Normandie, France métropolitaine, 14190, France","FONTAINE LE PIN, France",48.9734697,-0.2842325
FRANCE,FONTAN,44.0,8/4/1944,8/4/1944,2,"Fontan, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06540, France","FONTAN, France",44.0028313,7.5540444
FRANCE,FOR NATION DE TOUR,180.0,3/2/1944,4/19/1944,6,,"FOR NATION DE TOUR, France",,
FRANCE,FORET D ANDAINE,1783.0,6/13/1944,8/6/1944,65,"Boulevard de la Forêt d'Andaine, La Ferté-Macé, Argentan, Orne, Normandie, France métropolitaine, 61600, France","FORET D ANDAINE, France",48.5977193,-0.3636204
FRANCE,FORET D AROUES,144.0,8/31/1944,8/31/1944,6,,"FORET D AROUES, France",,
FRANCE,FORET D ECOUVES,1251.0,6/15/1944,8/8/1944,34,"Forêt domaniale d'Écouves, Orne, Normandie, France métropolitaine, France","FORET D ECOUVES, France",48.5487424,0.0458675
FRANCE,FORET D ENGLOS,751.0,8/9/1944,8/9/1944,2,,"FORET D ENGLOS, France",,
FRANCE,FORET D EPERLECQUES,78.0,7/23/1941,8/30/1943,5,,"FORET D EPERLECQUES, France",,
FRANCE,FORET D HALOUSE,76.0,8/14/1944,8/14/1944,4,,"FORET D HALOUSE, France",,
FRANCE,FORET DE BIARDS,184.0,6/10/1944,6/10/1944,4,,"FORET DE BIARDS, France",,
FRANCE,FORET DE CATTENOM,134.0,9/11/1944,9/11/1944,2,,"FORET DE CATTENOM, France",,
FRANCE,FORET DE CCNCHES,256.0,6/22/1944,6/30/1944,6,,"FORET DE CCNCHES, France",,
FRANCE,FORET DE CHANTILLY,949.0,8/15/1944,8/8/1944,5,"Forêt de Chantilly, Chantilly, Senlis, Oise, Hauts-de-France, France métropolitaine, 60500, France","FORET DE CHANTILLY, France",49.1588529,2.5016504
FRANCE,FORET DE CHATELLERAU,970.0,8/9/1944,8/9/1944,3,,"FORET DE CHATELLERAU, France",,
FRANCE,FORET DE CINGLAIS,273.0,7/12/1944,7/12/1944,12,"Forêt de Cinglais, Saint-Laurent-de-Condel, Caen, Calvados, Normandie, France métropolitaine, 14220, France","FORET DE CINGLAIS, France",49.0222682,-0.4007478
FRANCE,FORET DE CONCHES,1083.0,6/24/1944,7/6/1944,27,"Forêt domaniale de Longeville, Les Conches, Longeville-sur-Mer, Les Sables-d'Olonne, Vendée, Pays de la Loire, France métropolitaine, 85560, France","FORET DE CONCHES, France",46.3756619,-1.4730471
FRANCE,FORET DE CRECY,142.0,6/7/1944,6/7/1944,4,"Forêt domaniale de Crécy-en-Ponthieu, Crécy-en-Ponthieu, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80150, France","FORET DE CRECY, France",50.235457,1.8308471
FRANCE,FORET DE DREUX,40.0,7/5/1944,7/5/1944,2,"Forêt domaniale de Dreux, Abondant, Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28410, France","FORET DE DREUX, France",48.8121883,1.434341
FRANCE,FORET DE GRIMOBQ,16.0,6/8/1944,6/8/1944,4,,"FORET DE GRIMOBQ, France",,
FRANCE,FORET DE HAYE,1003.0,9/10/1944,9/12/1944,29,"Forêt de Haye, Champigneulles, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54250, France","FORET DE HAYE, France",48.7200926,6.0889901
FRANCE,FORET DE L ISLE,24.0,8/18/1944,8/18/1944,2,"Dolmen de la Pierre-Plate situé dans la forêt de l'Isle-Adam, N 184, Presles, Pontoise, Val-d'Oise, France métropolitaine, 95590, France","FORET DE L ISLE, France",49.109064,2.2621188
FRANCE,FORET DE L ISLE ADA,144.0,8/18/1944,8/18/1944,3,,"FORET DE L ISLE ADA, France",,
FRANCE,FORET DE L ISLE ADAM,770.0,8/12/1944,8/12/1944,3,"Forêt de L’Isle-Adam, Nerville-la-Forêt, Pontoise, Val-d'Oise, France métropolitaine, 95590, France","FORET DE L ISLE ADAM, France",49.0867964,2.2778557
FRANCE,FORET DE LA GUERCHE,586.0,7/16/1944,7/31/1944,19,"Forêt de la Guerche, Rannée, Fougères-Vitré, Ille-et-Vilaine, Bretagne, France métropolitaine, 35130, France","FORET DE LA GUERCHE, France",47.8905032,-1.2333947
FRANCE,FORET DE LA LONDE,236.0,8/20/1944,8/20/1944,4,"Forêt domaniale de la Londe-Rouvray, Oissel-sur-Seine, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76350, France","FORET DE LA LONDE, France",49.3568447,1.0686097
FRANCE,FORET DE LUCHEUX,515.0,8/8/1944,8/8/1944,2,"Forest de Lucheux, Lucheux, Amiens, Somme, Hauts-de-France, France métropolitaine, 80600, France","FORET DE LUCHEUX, France",50.2164358,2.4083165
FRANCE,FORET DE MONTRICHARD,406.0,8/12/1944,8/12/1944,2,,"FORET DE MONTRICHARD, France",,
FRANCE,FORET DE MORMAL,873.0,8/9/1944,9/2/1943,4,"Carrefour de la Roulie aux Equettes, Locquignol, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59530, France","FORET DE MORMAL, France",50.2068779,3.7374578
